id.x,year,company,capital,text,loc,lon,lat,role,simpname,country,cat,edu,source,id.y,
359567,1909,Arfius Printing And Publishing Limited,1218324,"rooderand gold mining company, limited. Directors Qualification, £500 . J. D. Lace, Chairman. | W. Ross. | Llewellyn Edwards. | O. Falcke. London Committee. G. H. Baw. | E. W. Tompson. | C. F. Rowsell. Secretary and Head Offices John E. Simpson, Laoe Building, Johannesburg. London Secretary and Offices John Shaw Sheldrick, 86, Qresham House, E.C. Phone : 2875 Wall. 1 his company was registered in the Transvaal July 15th, 1895, to acquire two mynpachts and 588 claims on the farm Rooderand, in the Potchefstroom district, near the Vaal river, Transvaal. The purchase consideration was £80,000. The freehold of the farm was afterwards acquired. In November, 1897, it was resolved to purchase the assets including £42,000 cash of the Tigerfontein Gold Mines, Limited see vol. for 1899 , for £100,000 in fully-paid shares. 1 he latter com pany s property consisted of a freehold on the farm Tigerfontein, in the Vaal river district of the Transvaal, about 20 miles south of Johannesburg. Work is now in progress on a new reef discovered during 1908. Properties held : Freehold of farm Rooderand No. 26, district Potchefstroom, 1,900 morgen 341 square mods in extent; freehold of portion of farrn Tigerfontein, district PotchefBtroom, 814 morgen 147 square roods in extent; Mynnacht No. 177 on farm Rooderand, 199 morgen 238 square roods in extent ; Mynpacbt No. 17s on farm Rooderand, 38 morgen 553 square roods in extent ; 270 mining claims; mineral riphts over four-sevenths of farm Koedoeafontein No. 12, Potchefstroom, area about 3,800 morgen ; further 178 shares out of district 241 shares in theKoodoes- fontein Gold Mining and Development Syndicate, owning mining rights over two-sevenths of farm Koedoesfontein. The authorisod capital is £250,000, in 250,000 shares of £1 each j all the shares are issued and fnlly paid. The capital was increased from £150,000 in 1897. The accounts for year ended December 31st, 1906, submitted in Johannesburg March 26th, 1907, showed debit increased from £23,052 to £57,477 after writing off £32,715. The accounts to December 31st, 1907, submitted in Johannesburg AuguBt 11th, 1908, showed debit balanoe increased to £59,376; cash £15,428 investments £16,251 ; creditors £107. Next, accounts are to be submitted in London, and steps are being taken to appoint directors in London with foil eontrol. . 471 BOODEEAND GOLD oontinued. A share register is kept in London. The 15th Ootober, 1895, was appointed a settling day in 100,000 shares, and the 28th September, 1898, in Nos. 100,001 to 350,000. Transfer form, common j fee, 2s. 6d. per deed per 100 shares or part thereof. Latest price, , . ROODERAND MAIN REEF GOLD MINING CO., LTD. This company was registered March 20th, 1896 see vol. for 1907 . On November 29th, 1907, the company was dissolved. , ROSE DEEP, LIMITED Directors Qualification, £100 . R. W. Schumacher, Chairman, alternate G. Brunton. | H. C. Boyd. | H. O K.Wobber. F. D. P. Chaplin, alternate. C. Hely-Hutchinson. | S. Evans. I E. A.Walters. London Committee. C. Rube, alternate A. P. Hillier. | L. Wagner, alternate A. T. Schmidt. | L. C. G. Sartoris. General Manager G. E. Webber, Box 1066, Johannesburg. Mine Manager W. T. Anderson. Box 6, Germiston. Secretary and Head Offloes H. A. Read Tramfer Secretary, F. H. Barry , The Corner House, Johannesburg. Paris Agents Comp. Franfaise de Mines d Or et de l Afrique dn Sud, 20, Rue Taitbout. London Secretary and Offloes Andrew Moir, 1, London Wall Buildings, E.C. Telegrams : Debris, London. Phono : I486 Wall. This company was registered in the Transvaal in 1894, to acquire 47 olaims from the Consolidated Deep Levels, Ltd., 69 olaims from the Band Mines, Ltd., and 17 claims from the Goldfields Deep, Ltd., making a total of 133 main reef deep-level claims on the dip of the New Primrose property, East Rand, Transvaal. The vendors received 200,000 fally-paid shares. In 1895, 48 additional dip claims were purchased from the Simmer and Jack Co. for 30,000 fully-paid shares. The company now owns 181 claims. Crushing commenced in October, 1897, with 100 stamps and cyanide plant ; a further 100 stamps and slimes plant and three tube mills have since been added. During 1907,365,450 tons yielded gold value £502,614 1 profit £ 160,783 or 8s. 9 5d. per ton ; cost 18s. 8 4d. per ton ; during 1908, 428,800 tons yielded £557,406 ; estimated profit £207,510. For crushings see tables at commencement of volume. Ore reserves at December 31st, 1906, 1,016,884 tons value 6 6dwta. ; at December 31st, 1907, 1,393,512 tons, value 65dwts. The authorised capitnl is £425,000, in 425,000 shares of £1 each ; all the shares are issued and fully paid. The capital was formerly £400,000 ; 100,000 shares were subscribed by vendor companies, 25,000 were issued to shareholders in March, 1895, at £4 6s. each, and 45,000 in August, 1897, at £4 10s., the latter issne being guaranteed at £4 5s. In August, 1898, the capital was inoreased to present amount, and the 25,000 new sharos were offered to shareholders at £6 5s. each, the issue being guaranteed at £6. Dividends declared paid in London about seven weeks after declaration : for 1898, 40 per cent. ; 1899, 40 per cent. ; 1902, 10 per cent. ; 1903, 22 peroent. 1904, 30 per cent. ; 1905, 25 per cent. ; 1906, 20 per cent. ; 1907, 27 per cent, j 12 peroent. June and 16 per cent. December ; 1908, 37 percent. 17 percent. June 12th, and 20 per cent. December 15th . The accounts for year ended December 31st, 1906, submitted in Johannesburg March 15th, 1907, showed gold receipts|£468,916 and a profit of £139,706, making with balance forward £175,296; dividends absorbed £85,000, expended on capital account £43,785, and taxes, Ac., £13,451, leaving £33,059 carried forward, representing cash and cash assets in excess of liabilities. Tho accounts to December 31st, 1907, submitted in Johannesburg March, 17th, 1908, Bhowed gold receipts £502,614 and a profit of £160,783, making with balance forward and sundry revenue a sum of £195,823 j dividends absorbed £116,876, taxes 12,122, expended on capital account, etc., £19,729, leaving £47,097 carried forward, being cash and cash assets in excess of liabilities. A share register is kept in London. Transfer form, common ; fee, 2s. 6d. per transfer of 100 shares or part thereof. Share warrants to bearer may be had for 1, 5, 10 or 25 shares. Charge for converting registered shares into warrants to bearer : Is. for 1 to 5 shares, and beyond 5 shares 2s. 6d. per 100 or part of 100, and a fee of Is. per warrant. Fees for reconversion into registered shares : 5s. per J0Q shares and is, per certificate. The 12th January, 1898, was appointed settling 472 THE MIKING . ROSE DEEP oontinued. day in shares Nob. 1 to 400,000, and December 14th, 1898, in Nob. 400,001 to 425,000. Prices. 1905 : highest, 9J ; lowest, 41 ; 1906 : highest 6 ; lowest, 2 ; 1907 : highest, 41 ; lowest, 2 ; 1908 : highest, 4T a ; lowest, 2 . Latest price. 4j . 4j. ROSE OF SHAROrT SHAMROCK GOLD MINES. LTD. Directors Qiutification, Hon. John £M0 . A. de Grey, Chairman. | A. Moutrie. | R. R. Needham. | K. B. Woodford. BoUoitors Wilson, Bristows ft Carpmael. I Bankers Roberts, Lubbock 4 Co. Auditors Ford, Rhodes ft Ford. Secretary and Offices W. W. Mitchell, 10-11, Austin Friars, B.C. Telegrams : Rossnaaren, London. Phone : 1571 Wall. This company was registered October 22nd, 1900, to acquire two groups of gold mininir claims, 139 in all, located on the Marin gold belt, Qwelo district of Rhodesia, 25 miles north-west of Gwelo and 135 miles from Bulawayo, known as the Rose of Sharon and Shamrock Mines, held by the Bulawayo Exploration Co., Ltd. The pnrchase consideration was £200,000, payable £40,000 in cash and £160,000 in fully-paid shares. The company was promoted by the vendor, E. T. Patterson. The mine is let on tribute for fire years from March, 1906, at a royalty of 10 per cent, on gold recovered ; the tributor has erected a mill and crushing is in progress. The authorised capital is £250,000, in 250,000 shares of £1 each ; 239,965 shares are issued and fully paid, including 160,000 vendors shares. In November, 1900, 80,000 shares were offered for public subscription by the Bulawayo Exploration Co., Ltd., and allotted. The accounts for year to December 31st, 1907, submitted July 23rd, 1908, showed cash £828, loan £500 ; creditors £81. The 3rd April, 1901, was appointed settling day in shares Nos. 160,008 to 240,000. Transfer form, common j fee, 2s. 6d. Prices, 1905 : highest, i ; lowest, h ; 1906 : highest, , f ; lowest, d. ; 1907: highest, 9d.j lowest, 3d. ROYAL SHEBA, LIMITED. Directors Qualification, 250 shares . T. P. Gaskell, M.I.C.E., Chairman. | F. Deering. | T. Bickerton. I A. Morris. Managers John Taylor ft Sons, 8. Queen Street Place, E.C. Solicitor F. Romer. | Auditors Monkhouse, Stoneham ft Co. Secretary and Offices G. H. Wells. 9, Queen Street Place, E.C. Telegrams: Rolyat, London. Phone: 6324 Bank. This company was registered July 19th, 1904, and is a second reconstruction of a company of the same name registered March 13th, 1895, and first reconstructed in M y, 1898 see vol. for 1904 . The company took over mining claims on Sheba Hill, De Kaap Ooldfields, Transvaal, including property formerly owned by the East Sheba Reef Mining Co., Ltd. Area now held, 203 claims. Work is suspended. The authorised capital is £100,000, in 348,337 A sharoB of 2b. each and 72,407 B shares of 18s. each j 101,708 A shares and 72,407 B are issued and fully paid. Under the reconstruction one share credited as 15s. paid was offered for every three old shares held and 50,000 shares were issued credited as fully paid in exchange for £50,000 old debentures. The capital, formerly in £1 shares, was altered to present form in March, 1906, when shareholders were offered one fully-paid A and one fullypaid B for each old share held and 72,407 A shares were offered to shareholders at par. In division of profits the A shares take a non -cumulative preference divi dend of 50 percent., the B shares then take 5 per cent, non-cumulative, all shares ranking alike for surplus. The accounts for eighteen months to March 31st, 1908, submitted June 30th,",london,-0.1277583,51.50735,manager,"webber, g e",united kingdom,myb,engineer,imm,imm1235,0
360738,1909,South African Gold And Copper Synd Ltd ,730994.2,"D. N. Shaw, Chairman. | A. L. Horner, K.C. I Maj. V. Paget.",london,-0.1277583,51.50735,chair,"shaw, d n",united kingdom,myb,chemical,MIT,30mit35078,0
363596,1909,Wanderer Tselukwel Gold Mines Limited,2192982,"Consulting Engineers Percy Tarbutt & Co., 18, St. Swithin s Lane, E.C.",london,-0.1277583,51.50735,engineer,"tarbutt, s p",united kingdom,myb,engineer,myb,307115,0
364560,1909,Witwatersrand Gold Mining Company Limited,2071150,"Consulting Engineer J. Harry Johns, S. B. Joel. Consolidated Building, Box 590, Johannesburg. General Manager W. M. l rout, Mine Office, Box",johannesburg,28.04731,-26.2041,engineer,"johns, j h",south africa,myb,mining eng,rsm,rs2744,0
365292,1909,Alaska Treadwell Gold Mining Company,5.00E+06,"F. W. Bradley, Comulting Engineer, San Francisco.",san francisco,-122.4194,37.77493,engineer,"bradley, f w",united states of america,myb,engineer,imm,imm108,0
366671,1909,Balaghat Gold Mines Limited,4136253,"Solicitors Francis & Johnson. Mine Superintendent C. H. Richards, Balaghat, Mysore Province, South India,",london,-0.1277583,51.50735,superintendent,"richards, c h",united kingdom,myb,engineer,imm,imm972,0
368224,1909,British Anthracite Colliery Limited,36549.71,"Edmund Davis, Chairman. | W. Pearman Clarke. | William C. Cowie. I Ka:l Ettlinger.",a lane b,-94.65089,39.04894,board,"clarke, w p",united states of america,myb,mechanical eng,MIT,40mit13165,0
368730,1909,Butte Coalition Mining Company,1.10E+07,"T. F. Cole, Pmident. | John D. Ryan, Vice-Pretident. | M. H. Broughton. | T. Hoatscn.",montana,-110.3626,46.87968,board,"cole, t f",united states of america,myb,NA,taime,aime22979,0
369711,1909,Champion Reef Mining Company Lnqla,1263977,"Mining SuMpaenraignetersn deJnothn Taylor ft Sons, 6, Queen Street Place, E.C. Henry J. Gifford, M.I.M. SI., Champion Reefs, Mysore State, Sonth India. Besident Engineer Option Blocks H. B. Williams, Kabulgitti P.O., Dharwar District, Bombay, India. Chief Engineer C. T. Roberts. | Solicitors Ashurst, Morris, Crisp ft Co. Bankers union Bank of Scotland, Limited. Auditors Cooper Brothers ft Secretary and Offices Frederick H. Williams, 6 4 6, Queen Street Place, E.C. Phone : 885 Bank. This company was registered June 3rd, 1889, for the purpose of acquiring from the Mysore Gold Mining Co., Ltd., and the Gold Fields of Mysore, Ltd., under-leases of three blocks of mining land, covering 453 acres, in the Colar Fields of India. The consideration was £132,000, paid £22,500 in cash £109,500 in fully-paid shares. In 1892 the company sold the Coremandel and 16 Block to the Coromandol Gold Mining Co. of India, Ltd., for £50,000.",london,-0.1277583,51.50735,engineer,"roberts, c t",united kingdom,myb,engineer,imm,imm985,0
374481,1909,Hamstead Colliery Company Limited,267509.7,"Fred. Welch Barrows, J. P., Chairman, j Joseph Bennett Clarke, J.P., Deputy Algar Wm. Grasebrook. | E. Carter Lewis. | L. Ride dale. | H. W.Baylies.",carter,-95.61644,37.03284,board,"lewis, e c",united states of america,myb,engineer,imm,imm10796,0
386046,1909,Tennessee Copper And Corporation Limited,5.00E+06,"J. Directors. Parke Channing, President. I F. Lewisohn, I icc-Prrtident. J. U. Sosmann. | H. H. Rogers.",copperhill,-73.64866,40.75516,board,"channing, j p",united states of america,myb,NA,taime,aime19869,0
392606,1910,Lancefield Gold Com Limited,972762.6,"Sir Gerard Smith, K.C .M.G. I C. A. Moreing.",kalgoorlie,121.466,-30.749,board,"moreing, c a",australia,myb,engineer,myb,63247,0
399015,1910,Bosc Hoek Proprietary Company Limited,1750973,"G. A. Murray, Chairman. | R. MacAra. I Col. H. Paget, C.B.",london,-0.1277583,51.50735,chair,"murray, g a",united kingdom,myb,mining eng,taime,aime84486,0
400967,1910,Consolidated Mines Selection Limited,4620623,"Francis Muir, Chairman. | F. W. Green. | Max Kempner. I Anton Dunkels.",london,-0.1277583,51.50735,board,"green, f w",united kingdom,myb,mechanical eng,worcester,wo1348,0
401596,1910,Electric Detonators Military Sporting Safety,486381.3,"Assistant General Manager I. R. Grimmer, Kimberley, Cape Colony. Mechanical Engineer J. Liddell, Kimberley, Cape Colony.",london,-0.1277583,51.50735,manager,"grimmer, i r",united kingdom,myb,engineer,imm,imm435,0
404097,1910,Ginsberg Gold Mining Limited,1142996,"Mine Manager J. F. Thomas, Ginsberg Mine Office, Germiston.",johannesburg,28.04731,-26.2041,manager,"thomas, j f",south africa,myb,engineer,imm,imm2424,0
404296,1910,Globe And Phoenix Gold Mining,972762.6,"General Blanager Theodore Haddon, Que Que, Rhodesia. Mine Manager W. G. Howard, Que Que, Rhodesia.",rhodesia,-97.21348,32.82943,manager,"howard, w g",united states of america,myb,engineer,imm,imm554,0
412323,1910,Pigg Peak Development Company Limited,1653696,"General Manager D. V. Burnett, Pigg s Peak, Swaziland. Consulting Engineer in London E. T. McCarthy, M.E., M.I.M. M., 10 and 11,",london,-0.1277583,51.50735,manager,"burnett, d v",united kingdom,myb,engineer,imm,imm6282,0
419592,1910,Vogelstruis Consolidated Deep Limited,1215953,"Hon. W. A. Martin, M.L.C., Chairman. I W. Macfarlaue. I L. Clarence. Consulting Engineer H. Rotw Skinner, Box 1100, Johannesburg.",johannesburg,28.04731,-26.2041,chair,"martin, w a",south africa,myb,engineer,imm,imm9957,0
420051,1910,West Afric Oil Trust Limited,4863.813,A. W. Maude. | R. G. Tugwood. | J. A. Rummers. | H. Cecil. Consulting Engineer G. W. Edwards. | Solicitors Stonsham 4 Sons.,london,-0.1277583,51.50735,engineer,"edwards, g w",united kingdom,myb,engineer,imm,imm1607,0
421747,1910,Alberta Development Syndicate Limited,30642.02,ALBERTA DEVELOPMENT SYNDICATE. LIMITED. Directors J- Hay; E. G. Aman ; Capt. C. L. W. Wallace.,alberta,-116.5765,53.93327,board,"wallace, c l",canada,myb,engineer,myb,735959,0
424124,1910,Blackwe Colliery Company Limited,1408818,"Consulting Engineer F. J. Stephens, F.G.8., A.I.M.M.",liverpool,-76.2177,43.10646,engineer,"stephens, f j",united states of america,myb,engineer,imm,imm6000,0
427156,1910,Cevreni Breg Mining Company Limited,680933.9,"Dr. W. E. Pountney. Engineer M. Jean Philipott, CevreniBrcg, dervia. | Solioitor J. Davis.",paris,2.352222,48.85661,engineer,"philipott, m j",france,myb,engineer,imm,imm917,0
427983,1910,Concordia Tin Mine Bollvla Limited,729572,"J. Directors Qualification, other than first directors. £300 . Grosscurth. I J. P. Grosscurth. | R. Grosscurth. I A. Luboldt. | K. Rosenblouth. Manager E. J. Howard Wright, Concordia Tin Mine, Santo Domingo, Bolivia.",bolivia,-63.58865,-16.29015,manager,"wright, e j",bolivia,myb,engineer,imm,imm1308,0
429446,1910,Digby Colliery Company Limited,1337549,"Charles Hose Hill, .7.1 . | Edward Parry, M.I.C.E. Becretary and Offices William H. Cunningham, Dipby Colliery, Giltbrook, Nottingham.",nottingham,-1.158109,52.95478,board,"hill, c h",united kingdom,myb,mechanical eng,worcester,wo1657,0
433272,1910,Harney Peak Consolidated Tin Limited,48638.13,"This company was registered December 31st, 1901, to acquire mineral at Harehope Gill and West Biggings, parish of Wolsingham, county The share consideration was £4,700, payable £1,700 in cash and £3,000 The authorised capital is £10,000, in 10,000 shares of £1 each; all the are issued and fnlly paid. There are £3,600 part of £5,000 five debentures. No accounts received. Transfer form, common ; fee, 2s. 6d. HARNEY PEAK CONSOLIDATED TIN CO.. Receiver and Manager H. K Moore, 41, Bedford Rnw, W.C.",bedford,-97.14307,32.84402,manager,"moore, h k",united states of america,myb,chemistry,MIT,30mit8275,0
442647,1910,Rother Vale Collieries Limited,588.5214,"F. J. JonSese.cr|eStiar rWy. Jaffray, Bart. | R. Kddiaon. | J. H. Keep. I H. H. C. Horafall. and Offices . . Walters, Trceton, near RotUerham. This company was registered April 13th, 1875, to acquire and work coal mines",yorkshire,-95.92508,36.03332,board,"keep, j h",united states of america,myb,mechanical eng,MIT,mitg12763,0
446920,1910,Vagliano Anthracite Collieries Limited,985408.6,"Prof. W. Galloway, F.G.S., Chairman. | Karl of Clonmell. | O. J. Bainbridg:. I F. H. Hamilton. Consulting EngineerSsc ott Ling . | G. J, Stevens. C.B. Bainbridge, Seymour",london,-0.1277583,51.50735,chair,"galloway, p w",united kingdom,myb,engineer,imm,imm1666,0
449029,1910,Writhlington Collieries Company Limited,243190.7,"A. B. Markham, M.P., Permanent. | Mrs. L. B. Markham, Termanrnt. | W. Hnmble.",somerset,-2.926231,51.1051,board,"markham, a b",united kingdom,myb,NA,taime,aime76025,0
463401,1911,Darymusu West Coast Development Company Limited,486144.9,"General Manager Alpheus F. Williams, Kimberley, Cape Colony. Assistant General Managers I. R. Grimmer, and J. Harbottle, Kimberlej , Cape Colony Mechanical Engineer J. Liddell, Kimijerley, ape Colony.",london,-0.1277583,51.5073509,manager,"williams, a f",united kingdom,myb,engineer,imm,imm2541,0
463820,1911,Durban Navigation Collier Iesi Limited,1215362,"Co., 18, St. Swithin s Lane, E.0. Manager T. G. Colquhoun, Dannhauser, Natal.",chilian,-71.542969,-35.675147,manager,"colquhoun, t g",chile,myb,engineer,imm,imm3651,0
465599,1911,French Band Gold,2430.724,"General Manager A. G. Turner, Axiin, Gold Ucaat Colony.",winchester,-121.9510491,37.3183318,manager,"turner, a g",united states of america,myb,engineer,imm,imm2473,0
465941,1911,General Mining And Finance Corpn,972289.7,"Transfer form, common ; fee, 2s. 6d. gerT tin Syndicate northern Nigeria , ltd: Directors G. P. Doolctt | T. J. Hoover. | L. W. N. Hkkley.",worcester,-71.8022934,42.2625932,board,"hoover, t j",united states of america,myb,engineer,imm,imm544,0
473215,1911,Nigel Gold Mining Company Limited,1088965,"P. F. P jn, J.1 . | E. M. Greene, M.L.A., K.C. 1 W. J. O Brieo, J.P. | O. Husking. J. P.",london,-0.1277583,51.5073509,board,"greene, e m",united kingdom,myb,NA,taime,aime46979,0
485403,1911,Baptist End Colliery Company Limited,24307.24,Baron H. von Pohl. E. Canincho-Gniaacn n,france,2.213749,46.227638,board,"pohl, b h",france,myb,engineer,myb,319031,0
486607,1911,Brit Nic Hyr Company Limited,729217.3,"Evan D. Evans. | D. A. Thomas, M.P. I L. W. Llewelyn. | G. L. Thomas. | C. A. G. Pullin.",cardiff,-3.17909,51.481581,board,"thomas, d a",united kingdom,myb,architect,taime,aime116723,0
489085,1911,Cobalt Central Mines Company,5.00E+06,"W. C. Eakin . | E. F. Elderidgo. Consulting Engineer H. W. Hardinge, M, Exchange Place, Now York, U.S.A. General Manager J. W. Young, Col alt, Ontario, Canada. Bankers American Exchange National Bank, New York Citv, U.S.A. Trans fer Agents Security Transfer and Registry Co., New York City, U.S.A. Secretary and Head Offices K. F. Eldredge, 37, Wall Street,",ontario,-85.323214,51.253775,manager,"young, j w",canada,myb,engineer,imm,imm2575,0
490913,1911,East Kent Colliery Company Limited,1215362,"H. W. Marley.Colli|ery HMeannryagGeuur ipertz. | Arthur Burr, Managing. T. W. Austin, M.I.M.E. Consulting Engineer G. H. Hollinirworth, F.G.8., M.I.M.E., 37, Cross Street, Manchester,",austin,-97.7430608,30.267153,engineer,"hollinirworth, g h",united states of america,myb,engineer,myb,371863,0
490913,1911,East Kent Colliery Company Limited,1215362,"H. W. Marley.Colli|ery HMeannryagGeuur ipertz. | Arthur Burr, Managing. T. W. Austin, M.I.M.E. Consulting Engineer G. H. Hollinirworth, F.G.8., M.I.M.E., 37, Cross Street, Manchester,",austin,-97.7430608,30.267153,engineer,"hollinirworth, g h",united states of america,myb,engineer,myb,371863,0
492121,1911,Fishley Colliery Company Limited Flemington,291686.9,"Directors Qualification, 50 shares £500 . R. Thomas, J.P. ; H. S. Thomas.",staffordshire,-2.0571868,52.8792745,board,"thomas, h s",united kingdom,myb,engineer,imm,imm1575,0
492560,1911,Garswood Hall Collieries Company Limited,729217.3,"GARSWOOD HALL COLLIERIES COMPANY, LTD. Trustees for Debenture- Holders R. H. Kdmondson ; F. H. Smith. Directors Qualification, 600 shares . SReosbreerttaHi.yKdmondson. | James II. Edmondson. | Frederick H Smith. | F. Rdmondson. and Offices Thomas S. Mayall, Garswood Hall Collieries, Rrynn, near Wigan.",dudley,-2.081112,52.512255,board,"smith, f h",united kingdom,myb,mechanical eng,MIT,30mit1414,0
494735,1911,Intermediated Equipments Limited,486144.9,"Directors A. Burr, Life Manaqing. I Dr. M. Burr, Deputy Mauaahig. Mine Manager T. W. Austin, Shepberdswell, Dover.",austin,-97.7430608,30.267153,manager,"austin, t w",united states of america,myb,engineer,imm,imm39,0
496554,1911,Lamplugh Iron Ore Company Limited,24330.9,W. E. Walker.,lnwtber street wbilchaver,-0.1887443,51.6096508,board,"walker, w e",united kingdom,myb,NA,taime,aime122561,0
496841,1911,Lewis Merthyr Consolidated Collieries Limited,2187652,"Sir W, T. Lewis, Bart., K.C.V.O., Chairman. | H. C. Lewis. | K. O. Jones. 1 W. T. Rees. J. J. Jones. I A. E. Williams.",cardiff,-3.17909,51.481581,board,"williams, a e",united kingdom,myb,NA,taime,aime127715,0
499137,1911,Mountain Copper Company Limited,1215362,Charles W. Fielding.,san francisco,-122.4194155,37.7749295,board,"fielding, c w",united states of america,myb,NA,taime,aime37405,0
499730,1911,New British Columbia Development Corporation,126397.7,"Consulting Engineer Trevor F. Thomas. Mine Manager T. W. Curry, Glyn, Neath.",london,-0.1277583,51.5073509,manager,"curry, t w",united kingdom,myb,engineer,imm,imm3667,0
502735,1911,Pendlebury Colliery Company Limited,12834.22,"Colliery at Bentley, Walsall, Staffordshire.",staffordshire,-2.0571868,52.8792745,board,"bentley, c a",united kingdom,myb,engineer,ama,ama849,0
503267,1911,Pusing Bharu Tin Mines Limited,486144.9,"General Manager W. M. Currie, Pusinsr Bharu Tin Mines, Papan, Pcrak, F.M.S.",london,-0.1277583,51.5073509,manager,"currie, w m",united kingdom,myb,engineer,imm,imm258,0
503296,1911,Pusing Lama Tin Mines Limited,583373.8,"Resident General Manager William M. Currie, Kinta, Perak, Straits Settlements.",london,-0.1277583,51.5073509,manager,"currie, w m",united kingdom,myb,engineer,imm,imm258,0
508538,1911,Utah Copper Company,2.50E+07,"General Manager D. C. Jackling, McCornick Building, Salt Lake City, Utah. Assistant General Manager R. C. Gemmcll . Mills Superintendent F. G. Janney. Mines Superintendent J. D. Shilling,",broadway,-94.7053013,37.3961631,superintendent,"janney, f g",united states of america,myb,NA,taime,aime60661,0
511263,1912,Brilliant Extended Gold Mining Limited,486618,E. A. Foster. | Israel Lemel. | B. Tobinson.,london,-0.1277583,51.5073509,board,"foster, e a",united kingdom,myb,NA,taime,aime39194,0
513255,1912,Great Cliff Tasmania Syndicate Limited,291970.8,A. B. Stephenson. I W. J. Banctt. | P. A. Robinson. I W. Pelow-Harvey.,london,-0.1277583,51.5073509,board,"robinson, p a",united kingdom,myb,engineer,imm,imm6906,0
515445,1912,Myalls And Peak Hillwgold Mines,608272.5,"Heaident Manager Charlos J. Morris, Pea Hill, N.8.W.",london,-0.1277583,51.5073509,manager,"morris, c j",united kingdom,myb,engineer,imm,imm2123,0
516474,1912,Progress Mines New Zealand Limited,1356015.779,"Assistant Manager H. Norton Johnson. Bankers National Bank of New Zealand, Limited. Solicitors Clarke. Rawlins",new zealand,174.885971,-40.900557,manager,"johnson, h n",NA,myb,engineer,imm,imm4005,0
520062,1912,Ashanti Goldfields Corporation Limited,1459854,"lowest, lis. ; 1910: highest, 47s. 9d. ; lowest, 1J ; 1911: highest, 2jCJ lowest, liV Latest price, 1J, l,5 . ASHANTI goldfields territories, limited. Directors Qualification, £500 . O. Edwards, ConsuClhtainirmganE. ngin|eersJ . Column, J.P. | J. 11. Batty. | A. li. Morrish. W. E. FelUtmann & Co., 138, Salisbury House, E.C.",salisbury,-75.5993692,38.3606736,board,"morris, a l",united states of america,myb,mining eng,nmex,nmx275,0
520654,1912,Battlefields Rhodesia Limited,1216545,"Herbert L. Stokes, Chairman. | William Rhodes, J.P. | Edward L. Lucas. | Charles T. Hi Hand.",rhodesia,-97.2134822,32.8294337,chair,"stokes, h l",united states of america,myb,NA,taime,aime113498,0
530769,1912,Mashonaland Consolidated Limited,1946472,"Lieut. Col. G. H. Black. General Manager in Bhodesia Philip B. S. Wrey, A.M.I.C.E., Box2 7, Bolavrayo. Consulting Engineer A. H. Ackermann. Bankers Bank of Africa, Limited. SoIiloiccitaolrs Julius & Thomas. | Auditors Fuller Wise Kirby A Fisher. SecreOtaffricyes Main Streo , Bulawayo ; Pioneer 8treet, Salisbury, Rhodesia. and Offices A. W. Bird, F.C.I.8., 2, London Wall Bdgs., B.C. Telegrams: Afrique, London. Phono: 4670 to 4073 Wall,",rhodesia,-97.2134822,32.8294337,engineer,"ackermann, a h",united states of america,myb,engineer,imm,imm2,0
531126,1912,Messina Transvaal Development Limited,1216545,"Directors Qualification, £250 . A. M. Grenfell, Chairman. | J. S. P. Samborne. | J. P. Grcnfell. I B. J. Frecheville.",transvaal,-81.1830974,43.2325617,board,"samborne, j s",canada,myb,engineer,myb,436688,0
533457,1912,New Bimkose Gold,973236,"Col. & O. Hutchinson. Consulting Engineer A. H. Sawyer, Hox 2202, Johannesburg, Transvaal. Manager .1. Bryaut, Hox 1100, Johannesburg.",johannesburg,28.0473051,-26.2041028,engineer,"sawyer, a h",south africa,myb,mechanical eng,MIT,mitg20173,0
533604,1912,New Rhodesia District Development Limited,243649.6,"C. P. Rowsell, Chairman. | I. Lewis. | G. Pauling. Consulting Engineer A. H. Ackermann, Bulawayo.",rhodesia,-97.2134822,32.8294337,engineer,"ackermann, a h",united states of america,myb,engineer,imm,imm2,0
534631,1912,North Swazieland Syndicate Limited,26666.67,"Directors G Freeman, Chairman. | W. Halford. | C. F. Brown.",rockland,-70.9161551,42.1306563,board,"brown, c f",united states of america,myb,engineer,imm,imm1430,0
535616,1912,Premier Tati Monarch Reef Limited,1459854,"C. V. Thomas. | Sir E. C. Cochrane, Bait. | P. Speak. | E. T.Tomby. | J. D. Alexander.",london,-0.1277583,51.5073509,board,"alexander, j d",united kingdom,myb,aeronautical eng,taime,aime1144,0
537276,1912,Rhodesia Gold Mining Investment Limited,1459854,"C. F. Rovrsell, Chairman. | Isaac I ewis. | G. Paulinfr. | G. R. Lewi . Consulting Engineer-C. B. Kingston.",kingston,-73.9973608,41.9270367,engineer,"kingston, c b",united states of america,myb,engineer,imm,imm9255,0
541456,1912,Transvaal Consolidated Land And Exploration Co Ltd,4866180,"Engineer J. Jervis Garrard, Box 140. Johannesburg. Metallurgist Krncst V. Pearce.",johannesburg,28.0473051,-26.2041028,engineer,"garrard, j j",south africa,myb,engineer,myb,417988,0
542885,1912,Viking Gold Mines Limited,5161416,London Commfttre C. E. Rube ; R. R. Hollins ; L. Wagner. Consulting Engineer -II. Stnait Martin.,london,-0.1277583,51.5073509,engineer,"martin, i s",united kingdom,myb,engineer,myb,461922,0
